fold,epoch,train_loss,train_iou,val_loss,val_iou
4,1,1.0974786844991502,0.045887868038085804,1.0030653739259356,0.08333350213942758
4,2,0.9609439828566142,0.037993259733603596,0.9635957614296958,0.17706088865572875
4,3,0.906765286269642,0.27103556893931113,0.9099067002534866,0.20451417869666746
4,4,0.8726276397705078,0.3151896949945637,0.9083135724067688,0.2586946938645507
4,5,0.8596300248588834,0.3530857273330083,0.8958454124984288,0.24293765980643445
4,6,0.8517502568307377,0.37248284369505963,0.8985257460957482,0.28518743440810784
4,7,0.8439524853513354,0.3881618646276126,0.8969385673602422,0.2619367749325202
4,8,0.838174208289101,0.41068111993969614,0.8988490168537412,0.32126687982563035
4,9,0.8334872759523846,0.41428084850171404,0.89047990384556,0.32817230684845583
4,10,0.8298945267995198,0.42296607955658305,0.8967098991076151,0.2803973801700036
4,11,0.8272187735353197,0.4349004649666717,0.8881839733748209,0.291563694654091
4,12,0.8220855135293234,0.4216404708926716,0.8870179262899217,0.29529192092389506
4,13,0.8210292049107097,0.4294541699201671,0.8850963796888079,0.2786698290373656
4,14,0.8178510135837964,0.4549207111648331,0.8909496310211363,0.30781564567404607
4,15,0.8131674928324563,0.4693939122740066,0.8886101770968664,0.27645225376296817
4,16,0.8122100182232402,0.45716654053053096,0.8909080234311876,0.27178085274798536
4,17,0.8093014967583475,0.4671172971664206,0.8829170451277778,0.3285081181064584
4,18,0.8068388723191761,0.454079638746843,0.8903612529947644,0.2802572987924908
4,19,0.8049750885083562,0.4940834990721192,0.8893190650712877,0.2789652644229164
4,20,0.6661780667446908,0.4459114794782621,0.2318392860747519,0.3526352782006577
4,21,0.2694062933104024,0.39495712742397315,0.20271907675833928,0.43399284207115685
4,22,0.2491898235909286,0.424830131190129,0.2309259937721349,0.42880256664897526
4,23,0.25851325311121487,0.3966407683882496,0.42498328918147654,0.24762200141484877
4,24,0.2453541483552683,0.42785825066519173,0.24386990498307914,0.3443007195927988
4,25,0.2369168364708977,0.4239383903303837,0.20773868934650505,0.42137735512348645
4,26,0.23236099314831551,0.43401009610485747,0.19764570428413294,0.41018127352669775
4,27,0.22030105345572035,0.46359363266862624,0.25481290336964385,0.40816181937728385
4,28,0.21552641964517533,0.4772842227228259,0.2791439296145524,0.2177874322933465
4,29,0.2104455647502272,0.48638226024953995,0.25924202019260045,0.39884201262364527
4,30,0.21826178708690264,0.4648730711171,0.17970720905854942,0.46721804674698303
4,31,0.2133728516376799,0.45674660143966067,0.19937271853199318,0.4587162623726697
4,32,0.2041702148748473,0.5039821430163263,0.18764873354562692,0.45535606270396756
4,33,0.20295707947530206,0.5080406046359492,0.28605838119983673,0.19234690556507156
4,34,0.2035959526142549,0.4914463576766966,0.1877907288837291,0.43817444852934717
4,35,0.20093898598902993,0.4816751251056302,0.18993533937083112,0.46461458212298773
4,36,0.2007093228355405,0.4818117016046832,0.1908979124079148,0.4239151681998566
4,37,0.1986488095285105,0.4957740935355137,0.22789550093667849,0.4289612844332657
4,38,0.20130578973995789,0.485630125083724,0.20571453680860854,0.432666959597907
4,39,0.1930171404388689,0.5083122504068605,0.21739251645548002,0.443960230825025
4,40,0.19688241568260959,0.49887712572505166,0.1900412032513746,0.44864974165103383
4,41,0.19412908034310455,0.4927789256453796,0.19719629679318695,0.4587543326505995
4,42,0.18880226334024752,0.5337592342606149,0.26047863012978006,0.23055784021008935
4,43,0.18679886962331477,0.5219256287305151,0.186545276903503,0.4325575642898728
4,44,0.18987221598979973,0.49585484274945674,0.20354414358735085,0.4213434437939473
4,45,0.18651838138522137,0.50812432295251,0.2004756284877658,0.4440213015478656
4,46,0.18275174000300468,0.5301542822943801,0.1870597070083022,0.44580997807528844
4,47,0.18075043832705845,0.5227822121196166,0.216808283058483,0.42376025428114966
4,48,0.1849541385125901,0.5134610322584732,0.2653859427997044,0.38805562075924366
4,49,0.1874251918379395,0.4886755554703898,0.19800374070404186,0.4471303964616277
4,50,0.19128540114366582,0.498532718291753,0.18914129984165942,0.4410796507672181
