epoch,train_loss,train_iou,val_loss,val_iou
68,0.16364263274174715,0.5108523674173797,0.16181923877004356,0.5607538030928949
69,0.16379059339219348,0.5227114709104799,0.16032783157147823,0.5275659754985733
70,0.1592988523881927,0.5291665977579756,0.15701671270653605,0.5430440661773193
71,0.16630905050884134,0.524926010218914,0.152096035557666,0.5813742491641815
72,0.17057240111309857,0.5189898330743148,0.15643013195533836,0.5617441577929588
73,0.16796542390615546,0.5248201588470975,0.16663892864293994,0.5523653345470054
74,0.1601103698527108,0.542441433860673,0.15464968777572116,0.539551203745763
75,0.16051814575967865,0.5355526622088292,0.16056173383480027,0.5454816263643547
76,0.17116358311336843,0.4959622380404517,0.15208881437068894,0.5741315202014843
77,0.15888106867870583,0.5266106890571572,0.15335661146257604,0.5793956130174829
78,0.15739981164612496,0.5368342376622801,0.14787516059974828,0.5868431620815323
79,0.1578555132838942,0.538551017775074,0.16680868468912585,0.5228609479007286
80,0.1580412877235739,0.5614097741911761,0.15084066705423452,0.5845819746292135
81,0.15457250435637043,0.5607869197233546,0.16386751970276237,0.5085742321206576
82,0.15301206426617378,0.5540922617681046,0.16083918219166143,0.5647972980600349
83,0.15540767920902,0.5551292532087725,0.15223581060057595,0.5566399258166358
84,0.16232184676586517,0.537056624990668,0.15104268027824305,0.5871431959312117
85,0.1525688877667389,0.5457465902276821,0.14965882538152592,0.5912455543284364
86,0.15733852030271442,0.5279533270676733,0.14818195646096552,0.5783140612203238
87,0.1584866556000807,0.5459778070773692,0.1549904390593015,0.5799811894707281
88,0.1511042885471224,0.5404364775399008,0.14932257431514917,0.6002743975091959
89,0.15384961367263236,0.5539442393906251,0.1521167997049079,0.5887282118131407
90,0.1513931574133624,0.5615761715940311,0.14768766769252362,0.5889517122482042
91,0.16517238050887717,0.5204740308460833,0.1584487238544084,0.5356104371574353
92,0.15314953049112642,0.5322697169228413,0.1461233214830004,0.5966777152802052
93,0.15062781594627137,0.5507011108416792,0.14605710305096137,0.6008920369257222
94,0.1531775516812645,0.5680629496020124,0.14627688834887176,0.5909956904936597
95,0.1549903589988216,0.539773426735167,0.1500955876628203,0.5907548802699966
96,0.15744448682138076,0.5365442156557162,0.18111443694769627,0.5409344536626375
97,0.15651389116620912,0.5587800127621174,0.1576734104060701,0.5370783596946073
98,0.15623929216027527,0.5212533149451116,0.1477349017125865,0.5921584970392355
99,0.14806642621711252,0.555434602362135,0.14442853250407747,0.5548672995646078
100,0.14887001275894277,0.5633619201974506,0.1376704673415848,0.592337791442031
101,0.14311933681546224,0.5888196885308515,0.1414258717115791,0.5853698066049379
102,0.14768295415810176,0.5566274656999082,0.14834336681468857,0.5415341481810322
103,0.14657417116298652,0.5611376657447439,0.1375685139736604,0.60467227606537
104,0.14892334706105648,0.5541419253667452,0.14117265046973312,0.5861586315076601
105,0.14795844120921434,0.5552483296177572,0.14482373271935753,0.585683250826744
106,0.1489140464802317,0.5728067073486446,0.13923118349963,0.6054737242858996
107,0.15934783142680922,0.5280732131850654,0.1580100281917978,0.5663547756114895
108,0.14331256807504578,0.5541511353159271,0.14458285019333875,0.6075179961256038
109,0.14316680551079722,0.5530554079264893,0.13896054044986764,0.6103498775851424
110,0.15344052208820358,0.5663984316470372,0.14439471037171425,0.5682541201114872
111,0.13851951835732462,0.5680318322926057,0.13625829987272264,0.605696584013869
112,0.14449065405919792,0.5655624030299554,0.14798835358981574,0.5817298266511902
113,0.14314834373847893,0.5596418915867325,0.1461395759667669,0.575063885005444
114,0.13983637748640917,0.5821660668640674,0.1863264619106693,0.44591435566262
115,0.1595059493833798,0.5375240266992898,0.1516245327490781,0.5754043556074026
116,0.15051716012835858,0.5797492636907431,0.18317582449387937,0.460133597762847
117,0.14795060045296504,0.5651229811950196,0.13964360185144914,0.6104013752246461
118,0.14157952710021554,0.5536671628926227,0.13382779075098888,0.6236890301893625
119,0.14744862763577007,0.574186842497164,0.1438278474268459,0.6006649925919734
120,0.14098073625410462,0.5658640807179592,0.14093507165532737,0.6067034833481975
121,0.13697904729217822,0.5818029892127247,0.14202917994753944,0.5980316769888796
122,0.13842811329301358,0.5910813549457551,0.13929297222888895,0.5920634379928023
123,0.14610680902010895,0.5385675972341292,0.13528021830799325,0.6130729743634051
124,0.13955930077991935,0.5819946653200556,0.13054115574673883,0.6247515902037025
125,0.14592042376309455,0.554028185622964,0.14361659457374895,0.5716342258272412
126,0.16760866687677445,0.5114684395523991,0.1618222841726882,0.5236219020381377
127,0.14549857055092053,0.5594444301029847,0.13722946248682483,0.5919901655439505
128,0.1473354762918981,0.5321289253989908,0.13602730784831302,0.6053129863297424
129,0.13910299214157498,0.5827676440385537,0.14148653032524244,0.6177221677681788
130,0.14516335028123908,0.5651753785966163,0.13952799970727592,0.6133286399374841
131,0.13849955157188343,0.5737172857047727,0.13317803348902435,0.6124125707718258
132,0.13019204539817847,0.599754225331275,0.13174850257512713,0.6056667152040383
133,0.13098093023568036,0.5835820098447568,0.13195176502423628,0.6189596569420358
134,0.1447329816707809,0.5544656379545212,0.13027594677571738,0.6195556155891297
135,0.1374879832340715,0.5699521417018956,0.14063174715487375,0.5988684107277102
136,0.14682507283786045,0.5507007218053873,0.18237303955746548,0.46408221806699157
137,0.13873175789125353,0.5692970924042245,0.14252124549377532,0.5951440236163782
138,0.14617092479463845,0.5598329665432464,0.13296114901701608,0.6176814935596951
139,0.14148397387526485,0.5667909612625073,0.1384050326111416,0.5885036488616053
140,0.14442697188739353,0.5688860727728301,0.23845858596974895,0.27171542315710007
141,0.14434192571899898,0.5724708358219444,0.13538392140929187,0.6025008231021485
142,0.1404689511982724,0.5710083773544073,0.13021909957751632,0.6090734651472788
143,0.13874009410695484,0.5623539544795212,0.15163165674589218,0.5440587333244237
144,0.14202040933083654,0.5678874621442689,0.126603945158422,0.6204572593412467
145,0.13208458737825,0.5877611486766566,0.13642776245251298,0.6072512562761923
146,0.13554322530537666,0.5902826359035501,0.129197903387692,0.6174896083632306
147,0.13300236993901698,0.5904298843907311,0.12600018168311744,0.6116843284894504
148,0.13470844868043924,0.5818561857685032,0.12781043255346872,0.6049582968627784
149,0.1274969023624657,0.5920536360990676,0.1248540757113092,0.6316927771782443
150,0.13005172744548568,0.6079069354531621,0.12596760829910636,0.6143950424643899
151,0.12845143957695523,0.603432830623863,0.12212997783596317,0.6286204646498181
152,0.13300722794623912,0.5843905970928205,0.13060731462956893,0.6225117732488353
153,0.1352054471332979,0.5880505619618419,0.13548302827846437,0.5789942894163562
154,0.1438279331362407,0.5609648194954614,0.13362744504896304,0.5976633770469931
155,0.14039363146349343,0.5615588033751823,0.14693147540535956,0.509957336519731
156,0.13130134802832755,0.6041030912526862,0.12078716098109171,0.6187310472875507
157,0.12761819447734438,0.6019203243021389,0.13044096721291898,0.6290583255542066
158,0.1476248332958979,0.5463143178380755,0.15115684920567132,0.5703276475602941
159,0.1356592430051283,0.5777022800806646,0.12532051096093796,0.6172995683409831
160,0.13230387848480382,0.5864646386049154,0.17103279049375228,0.4698880163563921
161,0.14091159139172219,0.5589451475101785,0.1252149288054733,0.612215858030062
162,0.13426706547172562,0.5886664320279229,0.130168860423423,0.6257535958697881
163,0.1293247173972694,0.5980249216579744,0.1264928481098087,0.63777920460348
164,0.14221399842340143,0.561859268563308,0.13915131939575076,0.6127102163864983
165,0.12893600820098072,0.606172920425555,0.12845036793234094,0.6036131407122255
166,0.1286871836082788,0.5979604045488047,0.12794064923322626,0.630272107315154
167,0.14090444193598592,0.5783546488153124,0.1253523215584989,0.6304634933508017
168,0.12657399768830233,0.6207793721388621,0.13086972793652898,0.6263798691740139
169,0.1284113891001436,0.5894877630917735,0.12570057352561326,0.6312152126717562
170,0.12818222044595695,0.5894290365542065,0.12769437288599356,0.629871886279709
171,0.13202064123747514,0.5945683595831033,0.1255176842345723,0.6322043981384331
172,0.13055295324773483,0.5972530298784333,0.11922382930338028,0.6268482592638339
173,0.14202433133253917,0.5586794087876152,0.18124578729094493,0.4275074533401237
174,0.14640645091588209,0.5794506124150962,0.12448214719604168,0.6279598612070091
175,0.13459012591435263,0.5755360434569666,0.12194640428892203,0.6423817338397587
176,0.1382605541092787,0.583064619704911,0.11734098412229546,0.640984511330463
177,0.1364962206890119,0.5954532241944952,0.12535585567266458,0.6307913178176854
178,0.1293084875575178,0.5973386054549371,0.1270495091032769,0.6321555599503293
179,0.1312331732118591,0.5840281959144735,0.12196461734406296,0.6473387389050898
180,0.1307927714078687,0.5900679950409975,0.12655831720413907,0.6345330199261708
181,0.1253881233666713,0.6064482211559338,0.13617705327591725,0.6341510106134072
182,0.13733068514072025,0.5726033465156659,0.13325186683574602,0.6168303712287978
183,0.13031811531843795,0.5886076016778987,0.1398323183280549,0.6041732289857012
184,0.13421689100574613,0.5943726663360595,0.12259522033855319,0.6219341993807312
185,0.13034527071119686,0.5829904727789863,0.12025053937742043,0.6450395030882432
186,0.12464926387682292,0.6053224298802249,0.11854605126150307,0.6388994267318062
187,0.1263935892493464,0.6062863640744378,0.12667125918059832,0.6039284631212205
188,0.12910596462288162,0.6153142235133495,0.12290539117973476,0.6294946826755823
189,0.1304011822822282,0.5858536857323283,0.19417611888742872,0.5105262623204689
190,0.14328468386277868,0.5549997856716308,0.12860230735636183,0.6236106922528856
191,0.13547614717667567,0.5936303428007159,0.16852809211594008,0.5623557093054591
192,0.13274215415696658,0.6112073167603697,0.1286051646429336,0.6344340064342783
193,0.12669940832780585,0.6052990712924474,0.13902869177538724,0.5804587153313056
194,0.1360615931085444,0.598447174872462,0.12396756379998156,0.6404413812761784
195,0.12580775438774644,0.5959161922940666,0.12553821983081953,0.5966275113320876
196,0.12348023137920314,0.6065687230792258,0.125714688129457,0.6350471599066561
