fold,epoch,train_loss,train_iou,val_loss,val_iou
3,1,1.057786846728552,0.042859252231163616,1.0151750601473308,0.11904767174388993
3,2,0.9618170931225731,0.13413794811955282,0.9472721162296477,0.11521723098652202
3,3,0.9011726328304835,0.27976469450970815,0.9312935499917894,0.08646444409992504
3,4,0.8790263327814284,0.3029464172732708,0.9149744666758037,0.12417869265303404
3,5,0.8651678268398557,0.3361963414074202,0.9028760024479457,0.21009222695623794
3,6,0.8592839350303014,0.3530299310379537,0.9090211717855363,0.2000138015303451
3,7,0.85261540441286,0.37501167648381045,0.8926475402854738,0.21998979102028093
3,8,0.8470719229607355,0.3943931373403512,0.8959757742427644,0.23232909336015767
3,9,0.8412833513248534,0.3974652431206036,0.8954225608280727,0.2436616409505593
3,10,0.8382385730743408,0.40864395786953983,0.8978549171061743,0.20163310386017333
3,11,0.8340453946164677,0.41360204716716525,0.9165024026518777,0.12916560927070034
3,12,0.8338275434005828,0.40915215870386695,0.8965025707369759,0.1990338447312092
3,13,0.828821313381195,0.42745179801215893,0.9039307030893508,0.17409303837641307
3,14,0.8288079839377176,0.4170611611983316,0.887388872958365,0.24782710196865795
3,15,0.8248362867605119,0.4431250148064391,0.9025297888687679,0.20033810467404337
3,16,0.823412912374451,0.443824356270926,0.8982457582439695,0.22657975570157027
3,17,0.7926382980176381,0.43179021686170505,0.5758740006103402,0.16574275951731196
3,18,0.28999908834341026,0.30442675948976283,0.2387172713254889,0.3292305117831791
3,19,0.2553844408797366,0.33757163732906736,0.24104411775867143,0.2662306437852789
3,20,0.24776735298690342,0.37326276020217125,0.21268762763412224,0.35809103606767206
3,21,0.23757618399159539,0.3790647201485092,0.2617387528575602,0.22862472943704337
3,22,0.2312503006442317,0.38718870453365084,0.22418957780159654,0.34085743203883195
3,23,0.23128352892097262,0.4112622922400724,0.24538213735268938,0.3735931376699287
3,24,0.22174689005173387,0.4167093792721864,0.23847579015862375,0.36136163211651173
3,25,0.22259193373223146,0.4249547204282915,0.27285689683187575,0.15892326432223594
3,26,0.22067785469726436,0.42418900189165765,0.22006043833902195,0.34855806027979236
3,27,0.21354036366212226,0.4440482843801852,0.2411522651534705,0.2973425634772346
3,28,0.2121964091568121,0.43519084067520214,0.24472373324845517,0.352293334310466
3,29,0.20776944649405776,0.46248932665353865,0.2841963263317233,0.18609491971762163
3,30,0.20778924158907364,0.45383202955754565,0.24590948574422372,0.28818828505798755
3,31,0.2103124596710716,0.45229045289114556,0.22021436877548695,0.35145234340716935
3,32,0.20407987669819877,0.4508844504475849,0.23044113513259662,0.3442386752699275
3,33,0.20518048820085824,0.4617418583018962,0.22974686258073365,0.29996507606068773
3,34,0.21123487098098157,0.44294856696964613,0.21512817884130137,0.3463720015583049
3,35,0.20061358201672277,0.4679275372542422,0.22279694374828113,0.3111404864928301
3,36,0.19350559035582202,0.4911096144962852,0.2482666155057294,0.23615076463819484
3,37,0.21247402347092118,0.44089595673978355,0.2207832003367089,0.321060472266317
3,38,0.20100728743709623,0.4556716712442504,0.2069950887401189,0.36354912933223055
3,39,0.1950570165135321,0.4712754534951979,0.2562304735183716,0.24637697560221705
3,40,0.1959146004081482,0.4733620768358111,0.19857590153281177,0.3940194450183594
3,41,0.19206531693759774,0.4824799352915227,0.21172795803951366,0.35728359613006144
3,42,0.19826927393497457,0.4592079064883041,0.2690334932967311,0.18901604112659484
3,43,0.18870681699897562,0.4951432954064041,0.2562670463563076,0.2261210864187681
3,44,0.18760905887576795,0.48366048853754484,0.25189650196227287,0.2286925613424374
3,45,0.18941422962760995,0.4811870515123793,0.22977287317847922,0.36640744446741375
3,46,0.1920146305646215,0.4737153840484859,0.22468517525565057,0.35541571675048184
3,47,0.19302155834489634,0.4882248287363963,0.19532722651603676,0.4087014997234828
3,48,0.1932253071284365,0.4672719198005033,0.2203080228618568,0.3653711172365229
3,49,0.19143579341471195,0.48476240602776577,0.24688201031780668,0.26551738508125183
3,50,0.19330807928705498,0.484482334819582,0.21985808294266462,0.3404929768226859
3,51,0.1923512175191371,0.4671913327436441,0.2569383568618269,0.24188543053262973
3,52,0.19639621626230933,0.4695306217998264,0.27552887736376197,0.20041010280463945
3,53,0.19799987412102166,0.4498387690255705,0.2111098945052141,0.33156532351577855
3,54,0.19146510863321878,0.48967182515589386,0.20964661076487529,0.36571497775390865
3,55,0.18681876443636913,0.4750254599287583,0.2466390006066788,0.2558322410771335
3,56,0.18340732514680852,0.4990224892885162,0.2052081007776516,0.3937143762772524
3,57,0.18698401282142316,0.46546472973760084,0.21270210854709148,0.35423169316020053
3,58,0.1813698217117538,0.506026936177724,0.2888621748203323,0.15010141208643102
3,59,0.1851887527054974,0.499963440642411,0.23729011926445223,0.2740541440917341
3,60,0.17447274653019296,0.5134996537174553,0.2404379297402643,0.2666150626505886
3,61,0.17448446353720057,0.5127690939727112,0.19666993706708863,0.4044643712805004
3,62,0.17407155882212377,0.5212058742140581,0.20432441280267777,0.39460870745776433
3,63,0.17028275966821682,0.5271841290986096,0.21982764499261975,0.34398927222762826
3,64,0.17501337234196918,0.5140731492928226,0.2232833526851166,0.33653454824215423
3,65,0.18734758129299042,0.4894400090242652,0.1928370053702522,0.41298951158707287
3,66,0.18204944791893166,0.49540736914124656,0.25184592323022936,0.34003368397487843
3,67,0.18498127417018015,0.5038809613981794,0.21774857069942213,0.369673542887673
3,68,0.17728567209449553,0.5081834794589181,0.25791880268869655,0.21540303282198786
3,69,0.1897749680804,0.4764850584693997,0.25729617993125603,0.2357851968118759
3,70,0.17835324990252654,0.4980091909209589,0.2126959767636089,0.3585780461480288
3,71,0.17832656857956733,0.4982368607809595,0.23636338926319564,0.2902609591479611
3,72,0.17677858305341076,0.5057843277500687,0.2213373033862029,0.3617627083088794
3,73,0.16995399787002022,0.5149801979916727,0.22291635444742583,0.352327542076633
3,74,0.16764453103144963,0.5286248335203643,0.19475071431536758,0.411731872627954
3,75,0.17383328118760671,0.5179615742832855,0.21212380407156334,0.3776972838872617
3,76,0.17379010389115485,0.5197045987854407,0.25118521232867524,0.284177557625034
3,77,0.16805363530736595,0.5410043696278023,0.2222840775780025,0.38653205569427
3,78,0.1829596304401223,0.4920066630971067,0.2715231312793635,0.1833557795484398
3,79,0.17148106723491635,0.5110781838667758,0.23903824459938777,0.2798236086889925
3,80,0.1717394447841105,0.5161036352751834,0.2302722546848513,0.354118232087619
3,81,0.16719862377004965,0.5338487574341126,0.24103885223822935,0.2652848617612421
3,82,0.1660685500750939,0.5206909338752435,0.22352622152261792,0.30192782999396733
3,83,0.17291218559035942,0.526360502059909,0.22632780861819074,0.33340093560065265
3,84,0.16084469434406076,0.5391389798924736,0.21531171693156162,0.3386256316514492
3,85,0.17341903718853635,0.5092260275580858,0.2745000790316789,0.26548778481671176
